id,name,now_cost,position,team,selected_rank,influence,points_per_game,starts,form,goals_scored,expected_goals_per_90,transfers_out_event,expected_goals_conceded,cost_change_event_fall,penalties_order,ict_index_rank_type,team_join_date,creativity,influence_rank,transfers_out,ep_next,saves_per_90,ep_this,cost_change_start,goals_conceded,expected_goal_involvements_per_90,points_per_game_rank,region,transfers_in,chance_of_playing_this_round,direct_freekicks_order,penalties_saved,now_cost_rank,creativity_rank_type,expected_goal_involvements,transfers_in_event,expected_assists_per_90,news,selected_rank_type,minutes,cost_change_start_fall,assists,ict_index,goals_conceded_per_90,starts_per_90,threat,influence_rank_type,value_form,creativity_rank,now_cost_rank_type,red_cards,news_added,corners_and_indirect_freekicks_order,expected_goals_conceded_per_90,event_points,total_points,threat_rank,can_select,web_name,threat_rank_type,points_per_game_rank_type,chance_of_playing_next_round,cost_change_event,form_rank,bonus,value_season,ict_index_rank,selected_by_percent,in_dreamteam,clean_sheets_per_90,expected_goals,penalties_missed,own_goals,yellow_cards,clean_sheets,form_rank_type,expected_assists,bps,dreamteam_count,status,saves
340,Manuel Akanji,53,DEF,Man City,114,269.0,2.1,17,2.6,0,0.03,608,23.30,0,,42,2022-09-01,221.0,143,641663,3.1,0.0,3.1,-2,21,0.09,245,207.0,401179,100.0,,0,151,22,1.55,457,0.06,,43,1456,2,0,54.0,1.3,1.05,49.0,51,0.5,105,18,0,2024-12-05T00:30:08.316605Z,,1.44,1,36,263,True,Akanji,81,77,100.0,0,101,1,6.8,157,2.8,False,0.19,0.52,0,0,3,3,28,1.03,204,0,a,0
341,Nathan Aké,53,DEF,Man City,205,92.0,2.7,7,3.0,0,0.03,320,12.78,0,,119,2020-08-05,20.9,324,248803,3.5,0.0,3.5,-2,9,0.05,160,152.0,63216,100.0,,0,145,119,0.37,589,0.02,,81,601,2,0,13.1,1.35,1.05,18.0,115,0.6,356,16,0,2024-12-05T00:30:08.334401Z,,1.91,1,24,339,True,Aké,114,45,100.0,0,83,0,4.5,355,1.0,False,0.45,0.22,0,0,0,3,21,0.15,115,0,a,0
342,Bernardo Veiga de Carvalho e Silva,63,MID,Man City,100,371.6,3.3,19,3.6,2,0.15,2549,28.70,0,,12,2017-07-01,546.1,71,1082525,4.1,0.0,4.1,-2,28,0.31,102,173.0,909096,,,0,54,14,5.99,412,0.16,,32,1734,2,4,136.1,1.45,0.99,443.0,20,0.6,16,31,0,,4.0,1.49,2,69,30,True,Bernardo,16,48,,0,54,7,11.0,16,3.5,False,0.21,2.82,0,0,4,4,26,3.17,367,0,a,0
343,Oscar Bobb,47,MID,Man City,516,0.0,0.0,0,0.0,0,0.0,7,0.00,0,,298,2022-01-06,0.0,682,29925,0.1,0.0,0.1,-3,0,0.0,686,161.0,3077,25.0,,0,336,299,0.00,19,0.0,Lack of match fitness - 25% chance of playing,198,0,3,0,0.0,0.0,0.0,0.0,298,0.0,677,217,0,2024-08-14T22:30:05.558994Z,,0.0,0,0,664,True,Bobb,294,300,25.0,0,633,0,0.0,682,0.1,False,0.0,0.00,0,0,0,0,267,0.00,0,0,d,0
344,Scott Carson,40,GKP,Man City,359,0.0,0.0,0,0.0,0,0.0,49,0.00,0,,50,2021-07-20,0.0,507,16610,0.5,0.0,0.5,0,0,0.0,514,241.0,14542,,,0,600,26,0.00,15,0.0,,54,0,0,0,0.0,0.0,0.0,0.0,50,0.0,481,42,0,,,0.0,0,0,445,True,Carson,13,50,,0,410,0,0.0,506,0.2,False,0.0,0.00,0,0,0,0,38,0.00,0,0,a,0
345,Kevin De Bruyne,94,MID,Man City,85,263.4,4.1,10,3.2,2,0.23,1084,12.61,0,4.0,30,2015-08-30,543.2,149,1559931,3.7,0.0,3.7,-1,11,0.64,50,21.0,1055603,100.0,1.0,0,6,15,6.51,1585,0.41,,29,909,1,5,101.7,1.09,0.99,213.0,58,0.3,17,5,0,2024-09-18T23:00:07.299083Z,1.0,1.25,7,58,87,True,De Bruyne,56,23,100.0,0,75,7,6.2,48,4.3,False,0.4,2.37,0,0,2,4,38,4.14,258,2,a,0
346,Jérémy Doku,62,MID,Man City,173,229.4,3.3,8,1.2,2,0.09,852,7.42,0,,67,2023-08-24,236.5,178,688431,1.7,0.0,1.7,-3,8,0.28,100,21.0,449233,100.0,,0,67,71,2.18,253,0.19,,53,692,3,3,69.2,1.04,1.04,225.0,70,0.2,93,42,0,2024-11-13T14:30:08.065449Z,,0.97,0,46,80,True,Doku,51,46,100.0,0,229,2,7.4,111,1.5,False,0.39,0.69,0,0,0,3,108,1.49,208,0,a,0
347,Ederson Santana de Moraes,53,GKP,Man City,79,276.4,2.6,13,0.0,0,0.0,907,17.91,0,,18,2017-07-01,10.0,137,946787,0.5,2.23,0.5,-2,19,0.0,176,30.0,566121,100.0,,0,144,11,0.01,375,0.0,,12,1170,2,1,28.5,1.46,1.0,0.0,18,0.0,404,3,0,2024-12-20T16:30:08.692337Z,,1.38,0,34,707,True,Ederson M.,73,28,100.0,0,690,2,6.4,275,4.8,False,0.15,0.00,0,0,3,2,75,0.01,128,0,a,29
348,Phil Foden,92,MID,Man City,69,286.6,3.8,12,8.0,4,0.26,992,22.32,0,,23,2016-12-05,554.6,133,2195441,8.5,0.0,8.5,-3,18,0.63,65,241.0,989108,100.0,,0,8,11,7.94,13733,0.37,,20,1139,3,2,114.2,1.42,0.95,299.0,52,0.9,13,6,0,2024-12-05T00:30:08.366700Z,3.0,1.76,15,61,55,True,Foden,34,26,100.0,0,2,7,6.6,33,5.4,False,0.16,3.33,0,0,2,2,2,4.62,302,1,a,0
349,Jack Grealish,64,MID,Man City,344,114.6,1.7,6,0.4,0,0.12,93,10.31,0,,80,2021-08-05,289.1,288,52669,0.9,0.0,0.9,-1,9,0.36,317,241.0,42979,100.0,,0,47,54,2.28,38,0.24,,111,572,1,1,60.5,1.42,0.94,201.0,129,0.1,69,26,0,2024-12-27T02:00:09.682154Z,,1.62,0,24,95,True,Grealish,61,145,100.0,0,342,3,3.8,134,0.2,False,0.16,0.78,0,0,3,1,171,1.50,138,0,a,0
350,Joško Gvardiol,60,DEF,Man City,18,481.0,3.8,19,2.2,4,0.15,10103,26.72,0,,3,2023-08-05,329.1,25,3885570,2.7,0.0,2.7,0,26,0.26,64,97.0,2753098,100.0,,0,78,11,4.96,3576,0.11,,9,1752,0,0,112.2,1.34,0.98,310.0,6,0.4,57,6,0,2024-10-31T02:30:07.426838Z,,1.37,1,75,54,True,Gvardiol,1,14,100.0,0,133,7,12.5,38,20.6,False,0.21,2.91,0,0,1,4,40,2.05,288,2,a,0
351,Erling Haaland,148,FWD,Man City,6,672.6,6.0,21,5.0,16,0.77,9002,31.04,0,1.0,1,2022-07-01,227.9,5,5541917,5.5,0.0,5.5,-2,29,0.83,6,161.0,3097766,100.0,3.0,0,1,8,17.41,3828,0.06,,3,1882,2,1,206.1,1.39,1.0,1158.0,1,0.3,99,1,0,2024-09-13T15:00:06.985607Z,,1.48,2,125,2,True,Haaland,1,2,100.0,0,25,20,8.4,3,30.7,True,0.19,16.20,1,0,2,4,6,1.21,556,4,a,0
352,Julián Álvarez,70,FWD,Man City,455,0.0,0.0,0,0.0,0,0.0,11,0.00,0,,78,,0.0,722,29336,0.0,0.0,0.0,0,0,0.0,722,,0,0.0,,0,27,78,0.00,0,0.0,Transferred to Atletico Madrid,64,0,0,0,0.0,0.0,0.0,0.0,78,0.0,722,12,0,2024-08-13T07:07:51.627006Z,,0.0,0,0,722,False,J.Alvarez,78,78,0.0,0,719,0,0.0,722,0.1,False,0.0,0.00,0,0,0,0,78,0.00,0,0,u,0
353,João Cavaco Cancelo,53,DEF,Man City,346,0.0,0.0,0,0.0,0,0.0,7,0.00,0,,246,,0.0,711,78044,0.0,0.0,0.0,-2,0,0.0,711,,4654,0.0,,0,143,246,0.00,0,0.0,Permanent transfer to Saudi club Al-Hilal,128,0,2,0,0.0,0.0,0.0,0.0,246,0.0,709,15,0,2024-08-29T11:05:25.670531Z,,0.0,0,0,706,False,João Cancelo,246,246,0.0,0,689,0,0.0,711,0.2,False,0.0,0.00,0,0,0,0,241,0.00,0,0,u,0
354,Mateo Kovačić,54,MID,Man City,195,310.6,3.4,15,2.4,3,0.08,350,20.56,0,,55,2023-06-27,354.2,115,707564,2.9,0.0,2.9,-1,18,0.2,90,97.0,693119,100.0,,0,118,39,2.97,148,0.12,,59,1292,1,1,79.0,1.25,1.04,125.0,43,0.4,50,73,0,2024-11-22T17:30:09.194248Z,,1.43,3,58,155,True,Kovačić,99,40,100.0,0,115,8,10.7,89,1.2,False,0.35,1.21,0,0,4,5,54,1.77,293,2,a,0
355,Rico Lewis,46,DEF,Man City,55,223.2,2.6,16,2.0,1,0.07,6593,21.61,0,,46,2022-07-16,174.8,181,1951184,2.5,0.0,2.5,1,20,0.12,167,241.0,2491388,100.0,,0,353,27,1.89,714,0.05,,18,1382,-1,2,52.0,1.3,1.04,122.0,69,0.4,134,53,1,2024-12-07T21:30:08.281236Z,,1.41,0,46,158,True,Lewis,24,48,100.0,0,142,1,10.0,166,6.8,False,0.2,1.10,0,0,3,3,46,0.79,189,0,a,0
356,Matheus Luiz Nunes,49,MID,Man City,447,162.6,2.3,7,0.4,0,0.02,52,12.90,0,,96,2023-09-01,257.2,238,70351,0.9,0.0,0.9,-1,11,0.31,214,173.0,71690,100.0,,0,269,64,2.19,58,0.29,,163,617,1,3,51.0,1.6,1.02,89.0,104,0.1,81,177,0,2024-12-21T22:00:08.310190Z,,1.88,2,30,197,True,Matheus N.,115,90,100.0,0,334,2,6.1,175,0.1,False,0.15,0.17,0,0,1,1,166,2.02,148,0,a,0
357,James McAtee,46,MID,Man City,480,0.4,1.0,0,0.6,0,0.39,108,1.01,0,,217,2021-07-26,8.4,487,12181,1.1,0.0,1.1,-4,1,0.46,441,241.0,9451,,,0,350,215,0.20,111,0.07,,177,39,4,0,1.7,2.31,0.0,9.0,228,0.1,408,226,0,,,2.33,1,5,369,True,McAtee,196,205,,0,297,0,1.1,460,0.1,False,0.0,0.17,0,0,0,0,146,0.03,12,0,a,0
358,Stefan Ortega Moreno,52,GKP,Man City,237,210.6,3.1,8,3.0,0,0.0,347,13.17,0,,23,2022-07-01,0.0,195,72050,3.5,3.0,3.5,-3,10,0.0,119,80.0,45916,,,0,155,74,0.00,396,0.0,,34,720,3,0,21.2,1.25,1.0,0.0,22,0.6,708,4,0,,,1.65,2,25,705,True,Ortega Moreno,72,18,,0,82,0,4.8,314,0.7,False,0.25,0.00,0,0,1,2,11,0.00,107,0,a,24
360,Rodrigo 'Rodri' Hernandez,62,MID,Man City,225,10.8,1.0,1,0.0,0,0.0,75,0.04,0,,209,2019-07-04,17.1,445,418537,0.0,0.0,0.0,-3,0,0.12,463,200.0,39473,0.0,,0,64,201,0.09,9,0.12,Knee injury - Expected back 01 Jun,68,65,3,0,2.8,0.0,1.38,0.0,206,0.0,369,39,0,2024-09-22T22:00:05.633631Z,,0.06,0,2,718,True,Rodrigo,321,220,0.0,0,708,0,0.3,440,0.8,False,0.0,0.00,0,0,0,0,316,0.09,18,0,i,0
361,Rúben Gato Alves Dias,54,DEF,Man City,126,231.4,2.2,12,0.0,0,0.09,518,15.88,0,,64,2020-09-29,120.6,177,580887,0.1,0.0,0.1,-1,14,0.15,229,173.0,334880,25.0,,0,122,46,1.86,9,0.06,Muscle injury - 25% chance of playing,49,1086,1,0,42.9,1.16,0.99,76.0,68,0.0,187,12,0,2024-12-20T16:30:08.723036Z,,1.32,0,28,224,True,Rúben,59,69,25.0,0,693,1,5.2,206,2.3,False,0.25,1.12,0,1,3,3,242,0.74,144,0,d,0
362,John Stones,53,DEF,Man City,198,107.8,2.6,4,0.2,2,0.16,295,4.36,0,,99,2016-08-09,43.8,299,339009,0.2,0.0,0.2,-2,6,0.2,175,241.0,188550,25.0,,0,142,90,0.75,5,0.04,Foot injury - 25% chance of playing,78,328,2,0,22.0,1.65,1.1,70.0,111,0.0,299,14,0,2024-12-21T22:30:08.482600Z,,1.2,0,21,234,True,Stones,67,49,25.0,0,386,1,4.0,307,1.1,False,0.0,0.60,0,0,1,0,135,0.15,63,1,d,0
363,Kyle Walker,51,DEF,Man City,110,157.4,0.9,9,0.4,0,0.01,988,19.26,0,,75,2017-07-14,147.7,243,854955,0.9,0.0,0.9,-4,21,0.13,474,241.0,184840,100.0,,0,171,32,1.46,135,0.12,,41,966,4,0,33.5,1.96,0.84,29.0,92,0.1,157,20,0,2024-12-27T02:00:09.726433Z,,1.79,0,13,304,True,Walker,100,160,100.0,0,337,0,2.5,246,3.1,False,0.0,0.12,0,0,3,0,110,1.34,63,0,a,0
571,Sávio 'Savinho' Moreira de Oliveira,65,MID,Man City,82,283.8,4.0,13,7.2,1,0.25,3616,14.73,0,,20,2024-07-18,453.9,135,551600,7.7,0.0,7.7,0,16,0.63,57,30.0,960036,100.0,4.0,0,44,24,7.50,14402,0.38,,27,1077,0,8,116.9,1.34,1.09,430.0,53,1.1,29,24,0,2024-10-31T02:30:07.756984Z,6.0,1.23,5,72,35,True,Savinho,21,25,100.0,0,6,12,11.1,26,4.6,False,0.25,2.94,0,0,2,3,4,4.56,295,2,a,0
607,Nico O'Reilly,49,MID,Man City,623,0.0,0.0,0,0.0,0,0.0,2,0.00,0,,306,2022-12-16,0.0,694,1897,0.5,0.0,0.5,-1,0,0.0,695,241.0,1300,100.0,,0,270,305,0.00,6,0.0,,263,0,1,0,0.0,0.0,0.0,0.0,306,0.0,689,178,0,2024-11-13T15:30:08.718593Z,,0.0,0,0,683,True,O’Reilly,303,306,100.0,0,661,0,0.0,694,0.0,False,0.0,0.00,0,0,0,0,286,0.00,0,0,a,0
625,Ilkay Gündogan,64,MID,Man City,283,154.4,1.8,13,1.0,0,0.12,189,22.84,0,,64,2024-08-23,397.1,246,130304,1.5,0.0,1.5,-1,22,0.3,296,80.0,139059,,2.0,0,45,32,3.87,36,0.18,,87,1158,1,1,69.9,1.71,1.01,149.0,107,0.2,40,25,0,,2.0,1.78,1,35,132,True,Gündogan,89,135,,0,256,0,5.5,105,0.4,False,0.16,1.55,0,0,1,2,127,2.33,200,0,a,0
626,Issa Kaboré,45,DEF,Man City,681,0.0,0.0,0,0.0,0,0.0,0,0.00,0,,243,,0.0,628,773,0.0,0.0,0.0,0,0,0.0,634,,491,0.0,,0,400,243,0.00,0,0.0,Loaned to Benfica,235,0,0,0,0.0,0.0,0.0,0.0,243,0.0,622,72,0,2024-09-05T10:37:05.659734Z,,0.0,0,0,606,False,Kaboré,239,243,0.0,0,569,0,0.0,627,0.0,False,0.0,0.00,0,0,0,0,231,0.00,0,0,u,0
671,Jacob Wright,45,MID,Man City,643,0.0,0.0,0,0.0,0,0.0,12,0.00,0,,269,2024-01-06,0.0,644,1180,0.5,0.0,0.5,0,0,0.0,650,241.0,1783,,,0,429,271,0.00,7,0.0,,277,0,0,0,0.0,0.0,0.0,0.0,270,0.0,639,265,0,,,0.0,0,0,625,True,Wright,265,273,,0,591,0,0.0,643,0.0,False,0.0,0.00,0,0,0,0,236,0.00,0,0,a,0
672,Jahmai Simpson-Pusey,40,DEF,Man City,562,19.6,0.5,1,0.2,0,0.0,38,2.37,0,,153,2024-07-23,2.2,420,2900,0.7,0.0,0.7,0,2,0.01,491,241.0,4874,100.0,,0,674,155,0.01,27,0.01,,199,95,0,0,2.4,1.89,0.95,2.0,148,0.0,432,209,0,2024-11-13T15:30:08.805382Z,,2.25,0,1,414,True,Simpson-Pusey,147,169,100.0,0,356,0,0.2,445,0.0,False,0.0,0.00,0,0,1,0,119,0.01,7,0,a,0
675,Josh Wilson-Esbrand,40,DEF,Man City,614,0.0,0.0,0,0.0,0,0.0,18,0.00,0,,191,2021-09-17,0.0,530,1351,0.5,0.0,0.5,0,0,0.0,535,241.0,2009,,,0,639,188,0.00,12,0.0,,210,0,0,0,0.0,0.0,0.0,0.0,191,0.0,509,181,0,,,0.0,0,0,474,True,Wilson-Esbrand,175,190,,0,438,0,0.0,529,0.0,False,0.0,0.00,0,0,0,0,161,0.00,0,0,a,0
698,Divin Mubama,45,FWD,Man City,440,0.0,0.0,0,0.0,0,0.0,219,0.00,0,,54,2024-12-15,0.0,631,6933,0.5,0.0,0.5,0,0,0.0,637,241.0,16327,,,0,405,54,0.00,238,0.0,,62,0,0,0,0.0,0.0,0.0,0.0,54,0.0,625,67,0,,,0.0,0,0,610,True,Mubama,54,57,,0,572,0,0.0,630,0.1,False,0.0,0.00,0,0,0,0,48,0.00,0,0,a,0
703,Max Alleyne,40,DEF,Man City,685,0.0,0.0,0,0.0,0,0.0,11,0.00,0,,194,2022-12-16,0.0,538,118,0.5,0.0,0.5,0,0,0.0,543,241.0,263,,,0,648,191,0.00,4,0.0,,238,0,0,0,0.0,0.0,0.0,0.0,194,0.0,517,185,0,,,0.0,0,0,482,True,Alleyne,178,193,,0,446,0,0.0,537,0.0,False,0.0,0.00,0,0,0,0,164,0.00,0,0,a,0
704,Spike Brits,40,GKP,Man City,689,0.0,0.0,0,0.0,0,0.0,11,0.00,0,,67,2024-12-25,0.0,570,113,0.5,0.0,0.5,0,0,0.0,576,241.0,367,,,0,689,48,0.00,4,0.0,,72,0,0,0,0.0,0.0,0.0,0.0,67,0.0,550,64,0,,,0.0,0,0,519,True,Brits,35,67,,0,482,0,0.0,569,0.0,False,0.0,0.00,0,0,0,0,57,0.00,0,0,a,0
364,Amad Diallo,54,MID,Man Utd,21,367.4,4.4,13,3.0,3,0.18,7068,20.73,0,,27,2021-01-07,382.5,74,1334323,3.0,0.0,3.5,4,19,0.35,35,54.0,2898478,100.0,,0,137,34,4.81,8310,0.17,,7,1231,-4,7,110.2,1.39,0.95,351.0,22,0.6,43,82,0,2024-11-08T18:30:07.952497Z,3.0,1.52,0,80,45,True,Amad,27,15,100.0,0,84,11,14.8,41,17.9,False,0.37,2.50,0,0,3,5,40,2.31,340,1,a,0
365,Antony Matheus dos Santos,57,MID,Man Utd,347,23.6,1.0,0,0.4,0,0.28,58,1.79,0,,187,2022-09-01,29.4,403,34781,0.4,0.0,0.9,-3,2,0.4,462,30.0,17689,100.0,,0,95,187,0.37,37,0.12,,112,84,3,0,8.2,2.14,0.0,30.0,187,0.1,330,60,0,2024-10-25T13:00:06.238324Z,,1.92,0,6,298,True,Antony,161,219,100.0,0,340,0,1.1,383,0.2,False,0.0,0.26,0,0,0,0,170,0.11,26,0,a,0
366,Bruno Borges Fernandes,84,MID,Man Utd,33,494.8,4.6,19,1.4,4,0.36,3847,24.20,-1,1.0,9,2020-01-30,649.2,21,3262696,1.4,0.0,1.9,-1,25,0.57,29,173.0,2442379,100.0,1.0,0,10,2,9.81,6882,0.21,,8,1565,1,7,146.4,1.44,1.09,323.0,7,0.2,2,7,2,2024-12-27T00:30:09.652602Z,1.0,1.39,0,88,51,True,B.Fernandes,31,13,100.0,1,203,12,10.5,13,11.1,False,0.35,6.23,0,0,1,6,94,3.58,388,2,a,0
367,Altay Bayindir,43,GKP,Man Utd,424,0.0,0.0,0,0.0,0,0.0,62,0.00,0,,71,2023-09-01,0.0,582,7977,0.0,0.0,0.5,-2,0,0.0,588,219.0,6555,,,0,564,60,0.00,367,0.0,,63,0,2,0,0.0,0.0,0.0,0.0,71,0.0,571,32,0,,,0.0,0,0,547,True,Bayindir,51,71,,0,507,0,0.0,581,0.1,False,0.0,0.00,0,0,0,0,66,0.00,0,0,a,0
368,Carlos Henrique Casimiro,47,MID,Man Utd,267,249.2,2.3,10,0.6,1,0.11,189,15.76,1,,76,2022-08-22,236.7,165,148297,0.6,0.0,1.1,-3,14,0.28,210,30.0,120243,100.0,,0,325,70,2.59,58,0.17,,83,833,3,0,63.6,1.51,1.08,150.0,66,0.1,92,209,0,2024-11-10T23:00:08.039181Z,,1.7,0,32,130,True,Casemiro,87,87,100.0,-1,298,3,6.8,123,0.5,False,0.32,1.05,0,0,1,3,147,1.54,195,1,a,0
369,Diogo Dalot Teixeira,50,DEF,Man Utd,57,299.8,2.7,20,0.6,0,0.06,7014,30.10,0,,24,2018-06-08,232.5,122,1551094,0.6,0.0,0.0,0,28,0.14,159,173.0,1313252,0.0,,0,203,18,2.68,436,0.08,,20,1766,0,1,67.3,1.43,1.02,143.0,45,0.1,96,24,0,2025-01-12T22:00:08.226294Z,,1.53,0,54,138,True,Dalot,16,44,100.0,0,309,6,10.8,114,6.4,False,0.25,1.20,0,0,4,5,100,1.48,211,2,a,0
370,Christian Eriksen,53,MID,Man Utd,368,92.6,1.7,7,0.6,0,0.02,44,11.26,0,,119,2022-07-15,249.1,321,34361,0.6,0.0,1.1,-2,7,0.19,315,58.0,22812,100.0,4.0,0,141,67,1.32,15,0.17,,126,622,2,0,36.6,1.01,1.01,24.0,148,0.1,85,84,0,2024-11-01T10:30:06.566158Z,2.0,1.63,0,19,313,True,Eriksen,167,143,100.0,0,316,0,3.6,233,0.2,False,0.43,0.12,0,0,2,3,158,1.20,114,0,a,0
371,Jonny Evans,44,DEF,Man Utd,450,51.0,2.3,3,0.0,0,0.02,61,2.62,0,,137,2023-07-18,4.1,366,15946,0.0,0.0,0.1,-1,2,0.03,208,242.0,8782,25.0,,0,472,146,0.10,3,0.01,Unknown - 25% chance of playing,161,288,1,0,6.1,0.62,0.94,6.0,127,0.0,420,78,0,2025-01-14T12:00:08.993380Z,,0.82,0,14,388,True,Evans,138,64,25.0,0,512,3,3.2,407,0.1,False,0.31,0.08,0,0,1,1,215,0.02,62,1,d,0
372,Alejandro Garnacho,60,MID,Man Utd,73,217.4,2.7,10,0.8,3,0.37,1296,18.49,0,,48,2022-04-15,219.6,190,2383451,0.8,0.0,1.3,-5,19,0.44,163,10.0,1129924,100.0,,0,79,76,5.07,316,0.07,,22,1027,5,2,86.9,1.67,0.88,439.0,75,0.1,108,52,0,2024-10-07T15:30:06.108745Z,,1.62,0,52,33,True,Garnacho,19,70,100.0,0,284,3,8.7,73,5.0,False,0.18,4.26,0,0,1,2,143,0.81,170,1,a,0
373,Hannibal Mejbri,45,MID,Man Utd,558,0.0,0.0,0,0.0,0,0.0,4,0.00,0,,256,,0.0,625,11626,0.0,0.0,0.0,0,0,0.0,631,,1740,0.0,,0,395,258,0.00,0,0.0,Permanent move to Burnley,222,0,0,0,0.0,0.0,0.0,0.0,257,0.0,619,244,0,2024-08-30T09:47:42.727251Z,,0.0,0,0,602,False,Hannibal,252,260,0.0,0,565,0,0.0,624,0.0,False,0.0,0.00,0,0,0,0,219,0.00,0,0,u,0
374,Tom Heaton,39,GKP,Man Utd,343,0.0,0.0,0,0.0,0,0.0,41,0.00,1,,40,2021-07-02,0.0,493,15834,0.0,0.0,0.5,-1,0,0.0,500,241.0,11796,,,0,694,15,0.00,106,0.0,,51,0,1,0,0.0,0.0,0.0,0.0,40,0.0,466,65,0,,,0.0,0,0,426,True,Heaton,2,40,,-1,391,0,0.0,492,0.2,False,0.0,0.00,0,0,0,0,28,0.00,0,0,a,0
375,Rasmus Højlund,69,FWD,Man Utd,165,98.8,2.7,11,1.4,2,0.18,1870,16.67,0,,29,2023-08-05,138.1,308,351655,1.4,0.0,1.9,-1,18,0.24,164,58.0,415268,100.0,,0,30,21,2.59,1049,0.06,,28,971,1,1,38.5,1.67,1.02,151.0,29,0.2,171,15,0,2024-08-05T15:00:04.427374Z,,1.55,0,40,129,True,Højlund,31,23,100.0,0,202,4,5.8,225,1.6,False,0.19,1.99,0,0,1,2,25,0.60,134,0,a,0
376,Victor Lindelöf,43,DEF,Man Utd,481,18.0,0.8,0,0.0,0,0.0,8,1.38,0,,148,2017-07-01,15.5,423,17003,0.0,0.0,0.1,-2,1,0.06,479,206.0,2976,25.0,,0,549,126,0.04,3,0.06,Muscle injury - 25% chance of playing,173,59,2,0,3.8,1.53,0.0,4.0,151,0.0,374,119,0,2024-12-20T17:00:08.474761Z,,2.11,0,4,399,True,Lindelof,141,163,25.0,0,502,0,0.9,429,0.1,False,0.0,0.00,0,0,1,0,209,0.04,10,0,d,0
377,Harry Maguire,49,DEF,Man Utd,247,161.4,1.2,9,0.6,0,0.05,220,11.13,0,,88,2019-08-05,52.0,239,75451,0.6,0.0,1.1,-1,12,0.07,380,241.0,52790,100.0,,0,235,81,0.66,621,0.02,,92,807,1,0,26.8,1.34,1.0,53.0,89,0.1,287,25,0,2024-10-06T22:00:07.722929Z,,1.24,0,15,260,True,Maguire,79,125,100.0,0,304,0,3.1,282,0.6,False,0.11,0.49,0,0,5,1,99,0.17,81,0,a,0
378,Kobbie Mainoo,52,MID,Man Utd,138,144.6,1.9,12,1.4,0,0.05,245,14.51,0,,109,2022-10-15,191.7,258,595222,1.4,0.0,1.9,-3,16,0.13,283,241.0,142412,100.0,,0,168,85,1.56,197,0.08,,45,1096,3,0,42.0,1.31,0.99,80.0,110,0.3,122,103,0,2024-12-02T00:00:08.519876Z,,1.19,0,26,213,True,Mainoo,124,127,100.0,0,197,0,5.0,213,1.9,False,0.41,0.57,0,0,5,5,90,0.99,170,0,a,0
379,Tyrell Malacia,44,DEF,Man Utd,612,2.0,0.5,2,0.2,0,0.0,9,0.41,0,,161,2022-07-05,13.8,478,2744,0.2,0.0,0.7,-1,1,0.02,494,152.0,2600,100.0,,0,492,130,0.02,6,0.02,,209,90,1,0,1.4,1.0,2.0,0.0,169,0.0,380,95,0,2024-08-05T15:00:04.439521Z,,0.41,0,1,556,True,Malacia,229,172,100.0,0,367,0,0.2,466,0.0,False,0.0,0.00,0,0,1,0,130,0.02,-3,0,a,0
380,Lisandro Martínez,44,DEF,Man Utd,97,347.4,2.9,17,1.8,1,0.07,973,25.94,0,,29,2022-07-17,132.2,87,568646,1.8,0.0,2.3,-1,25,0.14,132,10.0,374829,100.0,,0,491,38,2.34,976,0.07,,35,1490,1,1,62.0,1.51,1.03,140.0,31,0.4,176,94,0,2024-12-02T00:00:08.536263Z,,1.57,0,50,141,True,Martinez,17,37,100.0,0,155,2,11.4,128,3.6,False,0.3,1.21,0,0,6,5,53,1.13,233,0,a,0
381,Scott McTominay,49,MID,Man Utd,411,3.2,1.0,0,0.0,0,0.37,6,0.66,0,,222,,0.3,471,92886,0.0,0.0,0.0,-1,1,0.37,449,,6691,0.0,,0,248,230,0.07,0,0.0,Transferred to Napoli,145,17,1,0,0.9,5.29,0.0,5.0,219,0.0,458,159,0,2024-08-31T06:16:49.087133Z,,3.49,0,2,396,False,McTominay,210,210,0.0,0,652,0,0.4,474,0.1,False,0.0,0.07,0,0,0,0,279,0.00,4,0,u,0
382,Mason Mount,63,MID,Man Utd,443,20.8,1.0,4,0.0,0,0.15,13,4.08,0,,174,2023-07-05,55.2,416,26448,0.0,0.0,0.1,-2,4,0.18,465,241.0,6407,25.0,,0,55,173,0.48,6,0.03,Muscle injury - 25% chance of playing,161,243,2,0,11.8,1.48,1.48,43.0,195,0.0,283,32,0,2024-12-16T09:30:07.044661Z,,1.51,0,8,270,True,Mount,149,222,25.0,0,711,0,1.3,361,0.1,False,0.37,0.40,0,0,2,1,318,0.08,16,0,d,0
383,André Onana,51,GKP,Man Utd,46,437.0,3.6,20,1.0,0,0.0,4716,30.14,0,,10,2023-07-20,13.0,37,983339,1.0,2.55,1.5,1,28,0.01,74,38.0,1066425,,,1,179,1,0.19,1020,0.01,,10,1800,-1,0,45.1,1.4,1.0,0.0,11,0.2,383,5,0,,,1.51,0,72,704,True,Onana,71,12,,0,246,5,14.1,197,7.6,False,0.3,0.00,0,0,0,6,20,0.19,275,0,a,51
